_id,name,email,role,password,createdAt,updatedAt,__v,isAdmin,chartData
5e3606ef3a392d156086895e,Seth,et@law.ro,author,password,Sat Nov 20 1915 00:00:00 GMT+0202 (Eastern European Standard Time),Wed Jul 12 1961 00:00:00 GMT+0300 (Eastern European Summer Time),0,false,"{""sales"":5.383201116687908,""expenses"":0.568184029680574,""profit"":62.34745556352364}"
5e3606ef3a392d156086895f,Dominic,barbe@zuko.kw,author,password,Thu Mar 02 2045 00:00:00 GMT+0200 (Eastern European Standard Time),Sun Jan 19 2048 00:00:00 GMT+0200 (Eastern European Standard Time),0,false,"{""sales"":25.811092020232973,""expenses"":90.4633307983766,""profit"":21.731419006846544}"
5e3606ef3a392d1560868960,Leo,hecmufod@wousuuc.mn,author,password,Sat Aug 24 1912 00:00:00 GMT+0202 (Eastern European Summer Time),Tue Feb 21 1933 00:00:00 GMT+0300 (Eastern European Standard Time),0,false,"{""sales"":91.63552321618226,""expenses"":41.315021588796654,""profit"":46.659278415322156}"
5e3606ef3a392d1560868961,Leah,guwo@wo.fr,author,password,Mon Feb 23 2004 00:00:00 GMT+0200 (Eastern European Standard Time),Tue Jan 20 1976 00:00:00 GMT+0300 (Eastern European Standard Time),0,false,"{""sales"":61.87218940433452,""expenses"":83.11811774093725,""profit"":48.418284093684406}"
5e3606ef3a392d1560868962,Andrew,egehoj@juk.gd,author,password,Sun Oct 06 1957 00:00:00 GMT+0300 (Eastern European Summer Time),Thu Dec 29 2005 00:00:00 GMT+0200 (Eastern European Standard Time),0,false,"{""sales"":11.745769443568399,""expenses"":74.01690054666466,""profit"":44.80109986625844}"
5e3606ef3a392d1560868963,Nelle,vi@gajkew.bg,author,password,Thu Apr 16 2048 00:00:00 GMT+0300 (Eastern European Summer Time),Tue Jul 26 2067 00:00:00 GMT+0300 (Eastern European Summer Time),0,false,"{""sales"":84.70233502621215,""expenses"":1.0686233577688498,""profit"":18.529713009225148}"
5e3606ef3a392d1560868964,Katharine,hid@cikzehzi.sg,author,password,Thu Jan 22 1948 00:00:00 GMT+0300 (Eastern European Standard Time),Sun Sep 23 2012 00:00:00 GMT+0300 (Eastern European Summer Time),0,false,"{""sales"":46.87973669071444,""expenses"":64.35886270113255,""profit"":48.227211082214794}"
5e3606ef3a392d1560868965,Evelyn,sigim@joama.ba,author,password,Thu Mar 15 1923 00:00:00 GMT+0202 (Eastern European Standard Time),Fri Apr 10 2043 00:00:00 GMT+0300 (Eastern European Summer Time),0,false,"{""sales"":93.77330651014961,""expenses"":7.912702680991113,""profit"":59.13333654807251}"
5e3606ef3a392d1560868966,Addie,pedhuda@mubbujoti.jo,author,password,Mon Aug 18 2064 00:00:00 GMT+0300 (Eastern European Summer Time),Sat Aug 02 2025 00:00:00 GMT+0300 (Eastern European Summer Time),0,false,"{""sales"":53.129087784957974,""expenses"":89.75504623138949,""profit"":56.32454413966832}"
5e3606ef3a392d1560868967,Evan,wusaw@bi.kp,author,password,Wed Aug 15 1956 00:00:00 GMT+0300 (Eastern European Summer Time),Tue Jul 07 1925 00:00:00 GMT+0200 (Eastern European Summer Time),0,false,"{""sales"":71.71700100530838,""expenses"":65.27227779063122,""profit"":66.28291116818335}"
5e3606ef3a392d1560868968,Estelle,do@pirlockiv.my,author,password,Wed May 07 1986 00:00:00 GMT+0400 (Eastern European Summer Time),Sat May 02 1964 00:00:00 GMT+0300 (Eastern European Summer Time),0,false,"{""sales"":69.53769396298239,""expenses"":70.98118291784405,""profit"":75.91963203562845}"
5e3606ef3a392d1560868969,Eugene,ofain@id.ph,author,password,Fri Jan 04 1924 00:00:00 GMT+0202 (Eastern European Standard Time),Sun Mar 21 2004 00:00:00 GMT+0200 (Eastern European Standard Time),0,false,"{""sales"":6.878244510677045,""expenses"":61.50094965714641,""profit"":8.359926735906287}"
5e3606ef3a392d156086896a,Joel,akmab@nobol.ao,author,password,Mon Apr 19 2032 00:00:00 GMT+0300 (Eastern European Summer Time),Wed Jan 31 2001 00:00:00 GMT+0200 (Eastern European Standard Time),0,false,"{""sales"":65.51075205800521,""expenses"":13.779183290926088,""profit"":40.786195258472866}"
5e3606ef3a392d156086896b,Betty,im@afurebpi.zm,author,password,Mon May 20 2069 00:00:00 GMT+0300 (Eastern European Summer Time),Tue Jul 11 1950 00:00:00 GMT+0300 (Eastern European Summer Time),0,false,"{""sales"":56.17595637118791,""expenses"":60.550635124328814,""profit"":60.2590266990503}"
5e3606ef3a392d156086896c,Francisco,ecreefi@kecuk.qa,author,password,Tue Jul 20 2049 00:00:00 GMT+0300 (Eastern European Summer Time),Wed Apr 06 2039 00:00:00 GMT+0300 (Eastern European Summer Time),0,false,"{""sales"":52.03850876874372,""expenses"":74.35941921501588,""profit"":70.71071312495516}"
5e3606ef3a392d156086896d,Theodore,hi@zoudo.sk,author,password,Thu Aug 07 1919 00:00:00 GMT+0202 (Eastern European Summer Time),Sun May 08 1955 00:00:00 GMT+0300 (Eastern European Summer Time),0,false,"{""sales"":98.91802020924018,""expenses"":10.174001037434977,""profit"":75.63209633735673}"
